D_loss,G_loss
0.6303,2.748
0.5403,2.948
0.5074,2.441
0.655,2.496
0.6341,2.693
0.5581,2.502
0.5263,2.566
0.5092,2.694
0.4707,2.849
0.5821,2.509
0.5225,2.634
0.5438,2.757
0.5401,2.355
0.5953,2.574
0.5643,2.636
0.6413,2.682
0.6327,2.465
0.5217,2.6
0.5474,2.756
0.5519,2.58
0.5709,2.565
0.5311,2.515
0.5768,2.425
0.6562,2.449
0.7474,2.562
0.654,2.706
0.5993,2.461
0.6664,2.746
0.6386,2.607
0.531,2.858
0.6599,2.403
0.5434,2.578
0.6309,2.623
0.6749,2.717
0.685,2.651
0.548,2.72
0.5876,2.568
0.793,2.708
0.5648,2.636
0.5231,2.593
0.5365,2.441
0.6562,2.259
0.5629,2.357
0.6588,2.49
0.6025,2.325
0.5018,2.414
0.5497,2.329
0.5544,2.566
0.5784,2.517
0.4799,2.745
0.5125,2.596
0.6689,2.631
0.6976,2.309
0.7097,2.325
0.7118,2.309
0.5528,2.315
0.6072,2.352
0.4451,2.253
0.6525,2.739
0.6156,3.021
0.5732,2.891
0.5158,2.62
0.5922,2.829
0.6288,2.795
0.5872,2.855
0.6148,2.403
0.6522,2.39
0.5516,2.384
0.5573,2.757
0.6518,2.18
0.6357,2.502
0.5367,2.577
0.6718,2.373
0.6366,2.566
0.6771,2.59
0.6258,2.677
0.5803,2.813
0.5068,2.466
0.6427,2.64
0.5711,2.499
0.6983,2.716
0.569,2.392
0.5079,2.637
0.5519,2.192
0.696,2.247
0.6192,2.55
0.7144,2.244
0.5957,2.403
0.5887,2.776
0.5294,2.501
0.6561,2.519
0.583,2.597
0.4726,2.477
0.4907,2.772
0.671,2.524
0.5895,2.729
0.6493,2.647
0.5884,2.588
0.6007,2.56
0.6032,2.461
0.6938,2.65
0.6949,2.498
0.6402,2.353
0.6786,2.449
0.5743,2.091
0.6105,2.371
0.5459,2.244
0.6306,2.536
0.6396,2.332
0.7063,2.252
0.5171,2.396
0.4836,2.449
0.653,2.217
0.6254,2.261
0.6282,2.333
0.6428,2.421
0.6329,2.719
0.6125,2.829
0.6009,2.545
0.6197,2.569
0.5494,2.416
0.603,2.604
0.5519,2.401
0.5437,2.467
0.5223,2.438
0.5961,2.22
0.5807,2.544
0.7261,2.59
0.7551,2.466
0.5382,2.601
0.6359,2.297
0.7428,2.484
0.6361,2.305
0.6093,2.319
0.614,2.262
0.6346,2.375
0.5919,2.338
0.5895,2.437
0.5494,2.744
0.5893,2.759
0.6115,2.806
0.6522,2.567
0.662,2.679
0.5448,2.42
0.5483,2.549
0.5108,2.446
0.5152,2.438
0.5484,2.086
0.5291,2.33
0.6731,2.503
0.472,2.503
0.5481,2.732
0.689,2.889
0.5717,2.864
0.5672,2.774
0.5665,2.779
0.5437,2.965
0.6708,2.762
0.5604,2.115
0.6189,2.19
0.488,2.294
0.596,2.393
0.5218,2.314
0.5977,2.449
0.6327,2.549
0.5613,2.655
0.6962,2.771
0.512,2.618
0.5036,2.82
0.5611,2.726
0.6953,2.642
0.7223,2.757
0.4863,2.345
0.4707,2.573
0.7339,2.395
0.6201,2.308
0.611,2.282
0.5469,2.453
0.7671,2.632
0.542,2.408
0.4442,2.437
0.6169,2.561
0.5056,2.634
0.5403,2.59
0.6612,2.634
0.542,2.605
0.5228,2.596
0.5991,2.577
0.5673,2.631
0.565,2.626
0.5798,2.589
0.7838,2.464
0.5678,2.557
0.6472,2.649
0.5984,2.471
0.5669,2.654
0.4947,2.36
0.5019,2.249
0.5437,2.665
0.4817,2.351
0.6365,2.453
0.5369,2.687
0.6745,2.573
0.5104,2.498
0.5395,2.576
0.6285,2.568
0.581,2.62
0.6663,2.525
0.6962,2.362
0.6533,2.158
0.6018,2.338
0.572,2.168
0.6312,2.251
0.6373,2.467
0.5748,2.648
0.5792,2.524
0.5226,2.314
0.5405,2.648
0.6621,2.682
0.6993,2.646
0.5453,2.507
0.5237,2.738
0.5447,2.812
0.6153,2.417
0.5233,2.588
0.4382,2.461
0.5769,2.859
0.651,2.816
0.5008,2.805
0.5344,2.342
0.5591,2.675
0.6022,2.778
0.6237,2.654
0.8448,2.413
0.6231,2.749
0.545,2.458
0.611,2.586
0.6572,3.001
0.6372,2.57
0.7534,2.744
0.6454,2.249
0.5426,2.467
0.6552,2.537
0.6436,2.892
0.5624,2.63
0.5205,2.535
0.5117,2.524
0.6438,2.257
0.4966,2.18
0.7888,2.355
0.5639,2.343
0.65,2.375
0.5808,2.38
0.7355,2.397
0.6656,2.453
0.5681,2.262
0.6459,2.365
0.5603,2.713
0.6833,2.31
0.616,2.5
0.6629,2.129
0.6686,2.37
0.5557,2.253
0.7414,2.215
0.6135,2.147
0.6808,2.311
0.5968,2.569
0.7121,2.423
0.6117,2.499
0.5882,2.291
0.5835,2.417
0.6338,2.658
0.6829,2.764
0.7135,2.369
0.4821,2.342
0.6283,2.408
0.7044,2.343
0.7222,2.272
0.5603,2.444
0.7351,2.533
0.5711,2.611
0.6499,2.828
0.6243,2.657
0.6972,2.558
0.5834,2.482
0.6742,2.837
0.6863,2.653
0.5618,2.507
0.5876,2.388
0.5833,2.663
0.6422,2.297
0.6122,2.45
0.6452,2.326
0.6704,2.395
0.6962,2.736
0.5714,2.603
0.5282,2.614
0.6236,2.402
0.6014,2.639
0.7536,2.514
0.5773,2.624
0.5414,2.608
0.6661,2.61
0.5248,2.83
0.6384,2.641
0.5736,2.521
0.6668,2.54
0.6122,2.493
0.6686,2.702
0.5508,2.422
0.5075,2.601
0.7107,2.537
0.4786,2.547
0.7956,2.505
0.5139,2.774
0.6293,2.474
0.782,2.683
0.6054,2.817
0.4952,2.783
0.5393,2.622
0.5998,2.55
0.5663,2.522
0.6237,2.28
0.5128,2.455
0.6857,2.035
0.5348,2.283
0.5792,2.328
0.6173,2.292
0.7191,2.678
0.5918,2.453
0.5859,2.952
0.7229,2.67
0.415,2.809
0.5106,2.813
0.4915,2.645
0.6906,2.729
0.549,2.518
0.6555,2.465
0.4959,2.427
0.5375,2.321
0.5775,2.101
0.6199,2.351
0.5613,2.158
0.6132,2.629
0.5148,2.628
0.5766,2.658
0.5322,2.914
0.771,2.879
0.522,3.24
0.5992,2.713
0.6506,2.869
0.5226,2.492
0.546,2.375
0.6266,2.512
0.4938,2.387
0.6471,2.362
0.6744,2.625
0.5964,2.483
0.5698,2.994
0.593,2.795
0.608,2.649
0.4732,2.655
0.5831,2.571
0.4778,2.588
0.6929,2.81
0.7711,2.649
0.5383,2.658
0.6349,2.359
0.63,2.421
0.5976,2.411
0.6126,2.357
0.694,2.499
0.516,2.451
0.608,2.573
0.5868,2.628
0.6568,2.368
0.6116,2.667
0.5842,2.417
0.5799,2.288
0.5961,2.519
0.7026,2.415
0.4605,2.715
0.6322,2.678
0.6378,2.459
0.6812,2.359
0.6545,2.516
0.8316,2.681
0.5559,2.506
0.5959,2.468
0.578,2.468
0.6354,2.455
0.649,2.33
0.73,2.359
0.5835,2.255
0.6619,2.381
0.677,2.443
0.5709,2.579
0.508,2.58
0.5592,2.586
0.6595,2.568
0.5572,2.401
0.5776,2.41
0.5765,2.101
0.6552,2.362
0.6015,2.434
0.5676,2.457
0.6317,2.349
0.5617,2.474
0.6411,2.401
0.6064,2.716
0.5549,2.844
0.5361,2.565
0.6469,2.564
0.5769,2.983
0.6355,2.769
0.6218,2.657
0.5609,2.718
0.4882,2.729
0.6131,2.537
0.5906,2.485
0.5332,2.132
0.553,2.4
0.6678,2.436
0.6643,2.681
0.6805,2.654
0.6941,3.149
0.5675,2.982
0.6108,3.024
0.6817,2.796
0.8162,2.545
0.5306,2.302
0.7286,2.018
0.5895,2.104
0.524,2.073
0.6179,2.238
0.6022,2.352
0.8783,2.452
0.6144,2.528
0.6107,2.753
0.6013,2.804
0.6036,2.697
0.6271,2.989
0.7234,2.761
0.6082,2.466
0.5915,2.299
0.5624,2.376
0.5678,2.419
0.6444,2.388
0.5903,2.586
0.6566,2.233
0.5983,2.504
0.6727,2.595
0.5296,2.564
0.701,2.507
0.5595,2.382
0.6799,2.547
0.4713,2.656
0.5326,2.587
0.6506,2.86
0.5622,2.838
0.6757,2.831
0.7569,2.782
0.6429,2.352
0.7018,2.463
0.7737,2.383
0.5864,2.226
0.4986,2.123
0.5506,2.521
0.5672,2.699
0.4614,2.752
0.6378,2.536
0.5759,2.682
0.5946,2.802
0.6312,2.651
0.5952,2.616
0.6508,2.646
0.6154,2.448
0.5853,2.35
0.6481,2.622
0.5125,2.247
0.5332,2.269
0.5806,2.345
0.633,2.626
0.5219,2.391
0.6983,2.506
0.4521,2.585
0.5325,2.618
0.5678,2.557
0.6283,2.708
0.5785,2.585
0.5512,2.813
0.5933,2.694
0.6595,2.877
0.5066,2.637
0.6094,2.896
0.461,2.966
0.4496,2.828
0.5333,2.654
0.4251,2.639
0.5746,2.667
0.6115,2.82
0.5924,2.411
0.5442,2.504
0.5989,2.442
0.5038,2.292
0.6899,2.182
0.51,2.298
0.4605,2.663
0.6214,2.65
0.5978,2.59
0.5365,2.911
0.6735,2.847
0.5163,2.766
0.6619,2.613
0.5748,2.654
0.7102,2.376
0.5736,1.936
0.5995,2.431
0.5521,2.117
0.5312,2.233
0.5485,2.177
0.5697,2.536
0.4508,2.549
0.5632,2.963
0.6858,2.813
0.548,2.938
0.558,2.799
0.6796,2.542
0.5047,2.834
0.5319,2.664
0.6445,2.508
0.592,2.254
0.4742,2.322
0.6424,2.302
0.4892,2.643
0.589,2.379
0.512,2.802
0.6273,2.949
0.6558,2.78
0.6405,2.997
0.5068,2.566
0.4972,2.6
0.6362,2.412
0.483,2.223
0.5655,2.422
0.5625,2.254
0.6279,2.339
0.6411,2.575
0.618,2.467
0.5691,2.988
0.6245,2.992
0.7004,2.811
0.4836,2.669
0.5072,2.896
0.6569,2.768
0.5583,2.583
0.6511,2.54
0.6148,2.405
0.5658,2.08
0.6071,2.539
0.7741,2.481
0.6391,2.175
0.6339,2.812
0.5834,2.504
0.6155,2.6
0.6716,2.553
0.6772,2.339
0.582,2.57
0.7057,2.39
0.6405,2.446
0.5901,2.675
0.5931,2.723
0.7093,2.713
0.5683,2.557
0.5323,2.205
0.5715,2.228
0.5265,2.27
0.5801,2.201
0.6711,2.227
0.5167,2.328
0.6064,2.294
0.7982,2.716
0.8205,2.748
0.5811,2.611
0.6914,2.785
0.5693,2.769
0.5671,2.449
0.5948,2.581
0.5956,2.629
0.6095,2.356
0.6139,2.373
0.647,2.525
0.6174,2.594
0.7787,2.573
0.6231,2.343
0.5808,2.402
0.5549,2.543
0.6436,2.669
0.6864,2.519
0.8328,2.681
0.6619,2.559
0.6351,2.428
0.6174,2.169
0.6783,2.347
0.7112,2.253
0.6505,2.463
0.5671,2.446
0.7712,2.447
0.6135,2.633
0.595,2.57
0.6226,2.56
0.5255,2.499
0.5299,2.342
0.6026,2.441
0.6046,2.194
0.6469,2.317
0.5795,2.181
0.6047,2.336
0.5705,2.596
0.54,2.633
0.5203,2.681
0.6606,2.916
0.5116,2.684
0.5451,2.92
0.4546,2.713
0.6123,2.66
0.5929,2.585
0.7539,2.382
0.7025,2.454
0.6167,2.663
0.698,2.43
0.6102,2.42
0.6404,2.381
0.6123,2.321
0.5886,2.235
0.6704,2.382
0.6157,2.427
0.5704,2.73
0.5308,2.595
0.5152,2.626
0.5378,2.962
0.6003,2.622
0.5191,2.766
0.5639,2.626
0.5108,2.775
0.4661,2.42
0.5816,2.428
0.447,2.252
0.4768,2.212
0.6139,2.183
0.5633,2.111
0.7141,2.678
0.5679,2.51
0.5105,2.732
0.6246,3.096
0.6103,3.038
0.5481,2.961
0.5099,2.843
0.5473,2.454
0.5596,2.324
0.5613,2.328
0.5058,2.52
0.5891,2.603
0.5737,2.595
0.4623,2.129
0.689,2.347
0.5644,2.512
0.5274,2.325
0.4904,2.369
0.5546,2.624
0.4974,2.684
0.6125,2.908
0.6122,2.812
0.6231,2.81
0.4814,2.547
0.6762,2.347
0.5564,2.315
0.5795,2.189
0.6884,2.295
0.5791,2.395
0.5682,2.454
0.4365,2.772
0.6455,2.878
0.5864,2.93
0.6009,2.731
0.5385,2.801
0.5869,2.666
0.6215,2.827
0.5359,2.665
0.613,2.29
0.6318,2.579
0.5233,2.336
0.5728,2.36
0.6124,2.327
0.5981,2.45
0.7127,2.571
0.62,2.296
0.6236,2.626
0.5696,2.757
0.6826,2.695
0.57,2.179
0.7569,2.518
0.6062,2.624
0.5982,2.363
0.5853,2.526
0.583,2.359
0.5451,2.293
0.6108,2.241
0.537,2.523
0.5475,2.784
0.7342,2.51
0.6359,2.615
0.763,2.406
0.7072,2.12
0.7129,2.584
0.7296,2.474
0.5447,2.373
0.6409,2.695
0.7676,2.299
0.5518,2.251
0.564,2.381
0.6364,2.562
0.6449,2.58
0.4813,2.409
0.6191,2.621
0.6215,2.275
0.7176,2.516
0.6353,2.582
0.6625,2.525
0.5667,2.587
0.6484,2.143
0.7625,2.58
0.6112,2.119
0.8023,2.256
0.5913,2.677
0.7132,2.379
0.6127,2.68
0.6754,2.509
0.581,2.351
0.6636,2.504
0.65,2.444
0.5921,2.35
0.6083,2.371
0.6898,2.207
0.5987,2.552
0.8312,2.367
0.5994,2.451
0.6158,2.7
0.5807,2.478
0.645,2.376
0.5447,2.467
0.7296,2.344
0.6031,2.461
0.6317,2.412
0.615,2.432
0.669,2.435
0.4239,2.481
0.5447,2.492
0.728,2.467
0.7098,2.428
0.6769,2.373
0.5108,2.537
0.5343,2.498
0.5196,2.47
0.7281,2.242
0.4637,2.481
0.5454,2.382
0.5593,2.442
0.6589,2.375
0.6596,2.365
0.5783,2.483
0.6495,2.673
0.6457,2.496
0.6222,2.607
0.6395,2.936
0.585,2.478
0.6917,2.45
0.5526,2.762
0.5544,2.599
0.5545,2.453
0.743,2.323
0.6116,2.093
0.6108,2.117
0.5372,2.359
0.5806,2.58
0.4567,2.357
0.518,2.707
0.7501,2.504
0.5495,3.066
0.7185,2.964
0.6493,2.497
0.5541,2.539
0.5957,2.559
0.616,2.512
0.6709,2.643
0.6098,2.729
0.6412,2.753
0.6146,2.93
0.6485,2.676
0.7019,2.56
0.5904,2.604
0.5997,2.667
0.699,2.779
0.5207,2.728
0.5506,2.546
0.5729,2.478
0.5923,2.363
0.4926,2.522
0.5924,2.352
0.6102,2.537
0.5565,2.341
0.7143,2.645
0.6417,2.592
0.5365,2.415
0.6661,2.627
0.5681,2.579
0.6003,2.664
0.5674,2.575
0.5033,2.581
0.6284,2.232
0.5138,2.504
0.6206,2.586
0.626,2.946
0.6006,2.604
0.5881,2.544
0.6262,2.419
0.5855,2.586
0.5153,2.877
0.5706,2.813
0.6104,2.512
0.608,2.277
0.5669,2.448
0.5251,2.355
0.5817,2.349
0.6163,2.574
0.596,2.567
0.6485,2.565
0.458,2.977
0.7463,2.887
0.6288,2.915
0.5446,2.832
0.5972,2.772
0.5956,2.632
0.5916,2.297
0.6681,2.275
0.5146,2.356
0.5664,2.277
0.5448,2.09
0.6196,2.324
0.432,2.125
0.5314,2.027
0.5938,2.678
0.5609,2.692
0.4889,2.793
0.5453,2.686
0.5436,3.086
0.6076,3.024
0.6434,2.896
0.5424,2.563
0.6622,2.536
0.606,2.613
0.6205,2.395
0.5501,2.34
0.5672,2.345
0.5818,2.571
0.5734,2.537
0.575,2.5
0.7212,2.842
0.6188,2.632
0.5677,2.491
0.5,2.669
0.6546,2.423
0.6453,2.598
0.5483,2.814
0.5958,2.623
0.5634,2.745
0.5523,2.419
0.5411,2.736
0.563,2.592
0.6553,2.368
0.5904,2.559
0.5499,2.623
0.6633,2.34
0.538,2.178
0.747,2.307
0.5951,2.471
0.6997,2.472
0.641,2.281
0.5452,1.956
0.6276,2.224
0.6892,2.185
0.5976,2.192
0.6998,2.515
0.5837,2.632
0.5729,2.492
0.5508,2.546
0.5561,2.526
0.6165,2.548
0.5851,2.52
0.7173,2.337
0.8145,2.294
0.6043,2.497
0.7623,2.56
0.6186,2.689
0.539,2.74
0.623,2.858
0.5371,2.616
0.5482,2.909
0.5797,2.605
0.6332,2.676
0.5309,2.671
0.5263,2.639
0.5405,2.453
0.6187,2.441
0.6362,2.157
0.4844,2.473
0.6547,2.309
0.6724,2.305
0.5089,2.726
0.6423,2.297
0.5253,2.571
0.4894,2.412
0.5919,2.717
0.4678,2.427
0.5892,2.551
0.7693,2.512
0.5754,2.264
0.6347,2.743
0.6504,2.222
0.5468,2.744
0.4907,2.785
0.6302,2.669
0.6691,2.75
0.491,2.61
0.6877,2.523
0.5833,2.672
0.664,2.483
0.5272,2.436
0.574,2.29
0.5696,2.226
0.7646,2.376
0.6021,2.419
0.6084,2.349
0.5533,2.546
0.5636,2.405
0.6511,2.492
0.5768,2.455
0.5472,2.831
0.5788,2.65
0.6193,2.603
0.5774,2.42
0.5538,2.546
0.6903,2.529
0.6897,2.501
0.5912,2.487
0.5871,2.401
0.6555,2.614
0.5418,2.467
0.6045,2.577
0.5805,2.579
0.6045,2.425
0.5953,2.581
0.5078,2.088
0.5907,2.508
0.5689,2.289
0.5977,2.395
0.5813,2.58
0.5649,2.637
0.5191,2.661
0.5373,2.561
0.5759,2.835
0.6627,2.575
0.6447,2.594
0.6804,2.557
0.604,2.248
0.5307,2.347
0.5633,2.374
0.5592,2.558
0.5912,2.515
0.5609,2.703
0.5893,2.535
0.5393,2.643
0.6805,2.711
0.4202,2.79
0.508,2.369
0.5873,2.377
0.551,2.308
0.536,2.604
0.5341,2.184
0.4804,2.673
0.5822,2.77
0.5448,2.816
0.4377,2.559
0.4829,2.509
0.4607,2.718
0.7963,2.734
0.6676,2.695
0.5826,2.468
0.6179,2.611
0.5522,2.583
0.6222,2.463
0.5958,2.357
0.5944,2.534
0.6722,2.632
0.6375,2.386
0.5652,2.489
0.6229,2.604
0.6187,2.617
0.5217,2.449
0.7529,2.668
0.713,2.129
0.5982,2.332
0.6404,2.462
0.6313,2.162
0.529,2.388
0.5907,2.577
0.562,2.657
0.5782,2.561
0.6314,3.02
0.5447,2.669
0.5809,2.541
0.4987,2.515
0.5465,2.47
0.5782,2.662
0.5863,2.689
0.5909,2.331
0.5308,2.313
0.5435,2.662
0.7247,2.555
0.5484,2.59
0.5652,2.534
0.5526,2.399
0.5667,2.449
0.6507,2.656
0.6041,2.432
0.7367,2.328
0.5234,2.534
0.6498,2.408
0.5525,2.381
0.5942,2.556
0.5886,2.549
0.6585,2.527
0.6835,2.599
0.5715,2.589
0.5151,2.541
0.5005,2.461
0.7149,2.337
0.5866,2.44
0.6606,2.414
0.7153,2.403
0.6461,2.51
0.6062,2.431
0.5297,2.439
0.5282,2.348
0.508,2.759
0.5629,2.428
0.6271,2.7
0.577,2.649
0.5434,2.701
0.7724,2.575
0.7436,2.701
0.4897,2.535
0.5051,2.482
0.5631,2.541
0.6375,2.576
0.636,2.633
0.6446,2.363
0.6731,2.46
0.5559,2.597
0.6669,2.53
0.6163,2.598
0.6027,2.391
0.8818,2.523
0.5416,2.478
0.6054,2.434
0.6187,2.371
0.625,2.448
0.6957,2.245
0.6953,2.562
0.5814,2.499
0.6144,1.914
0.4868,2.184
0.5225,2.56
0.6118,2.202
0.6079,2.305
0.6577,2.46
0.5144,2.695
0.6212,2.731
0.5753,2.691
0.5795,2.51
0.5807,2.718
0.6584,2.593
0.7562,2.543
0.58,2.645
0.6808,2.41
0.5071,2.319
0.6383,2.435
0.6808,2.524
0.5903,2.612
0.6365,2.326
0.5992,2.611
0.6082,2.736
0.6076,2.675
0.5513,2.735
0.5534,2.815
0.5837,2.646
0.5904,2.808
0.6087,2.471
0.721,2.532
0.6169,2.381
0.6146,2.04
0.5268,2.404
0.7314,2.085
0.664,2.379
0.5693,2.563
0.8023,2.669
0.6118,2.548
0.6585,2.455
0.6042,2.478
0.7587,2.639
0.5497,2.596
0.6013,2.678
0.5805,2.112
0.4999,2.431
0.6586,2.601
0.6886,2.256
0.7912,2.338
0.5934,2.635
0.6171,2.613
0.5696,2.743
0.4667,3.002
0.6233,2.552
0.6302,2.61
0.5815,2.284
0.5059,2.558
0.6035,2.48
0.5875,2.196
0.6999,2.169
0.593,2.297
0.6314,2.777
0.7503,2.677
0.5632,2.784
0.7619,3.112
0.605,2.944
0.5569,2.761
0.6247,2.789
0.6914,2.451
0.6488,2.335
0.5376,2.321
0.6633,2.352
0.5539,2.377
0.6506,2.361
0.5738,2.339
0.5812,2.319
0.4668,2.366
0.3739,2.665
0.723,2.795
0.5467,2.858
0.524,2.772
0.6044,2.516
0.6336,2.633
0.5348,2.513
0.621,2.594
0.5829,2.742
0.5144,2.328
0.8619,2.302
0.6533,2.058
0.5805,2.526
0.5862,2.52
0.6888,2.327
0.6925,2.673
0.5528,2.303
0.4892,2.465
0.7116,2.522
0.5396,2.503
0.6084,3.003
0.5573,2.812
0.6267,2.305
0.6585,2.42
0.6591,2.049
0.6758,2.318
0.7555,2.223
0.5979,2.468
0.5878,2.291
0.6213,2.472
0.6324,2.308
0.5842,2.715
0.6517,2.784
0.5198,2.693
0.5762,2.56
0.7029,2.593
0.58,2.736
0.6066,2.267
0.5731,2.259
0.5015,2.409
0.5654,2.477
0.5362,2.126
0.7161,2.293
0.5814,2.52
0.4611,2.367
0.63,2.452
0.6412,2.368
0.667,2.561
0.5093,2.521
0.6893,2.671
0.5644,2.744
0.5586,2.688
0.6379,2.505
0.6254,2.523
0.5005,2.269
0.7292,2.194
0.4971,2.359
0.7141,2.237
0.6108,2.37
0.7035,1.99
0.6159,2.208
0.5805,2.395
0.6733,2.305
0.6065,2.738
0.7142,2.686
0.685,2.745
0.5835,2.713
0.6946,2.767
0.5633,2.658
0.7326,2.684
0.4471,2.634
0.6217,2.484
0.5682,2.345
0.6505,2.507
0.492,2.468
0.6949,2.408
0.5982,2.345
0.5076,2.587
0.4607,2.507
0.7732,2.793
0.6332,2.562
0.8319,2.704
0.7327,2.537
0.5972,2.361
0.5372,2.39
0.5409,2.411
0.8306,2.371
0.5602,2.301
0.5613,2.535
0.7665,2.612
0.642,2.822
0.5379,2.642
0.6292,2.627
0.5339,2.868
0.5979,2.627
0.5152,2.312
0.6662,2.358
0.5715,2.076
0.6312,2.21
0.5664,2.615
0.5068,2.507
0.5623,2.62
0.5603,2.906
0.5508,2.927
0.6057,3.013
0.6147,2.823
0.4712,2.793
0.5182,2.833
0.5175,2.734
0.4678,2.686
0.5835,2.441
0.4321,2.269
0.6399,2.508
0.7574,2.405
0.6878,2.363
0.5567,2.248
0.554,2.587
0.7029,2.549
0.5129,2.611
0.69,2.752
0.5645,2.835
0.7058,2.645
0.5776,2.512
0.5152,2.685
0.6266,2.351
0.4979,2.172
0.648,2.334
0.6084,2.245
0.5153,2.362
0.4649,2.506
0.6036,2.74
0.6662,2.578
0.6641,2.769
0.6437,2.917
0.6043,2.723
0.7038,2.491
0.5726,2.681
0.5664,2.538
0.5849,2.802
0.4798,2.432
0.5887,2.615
0.4185,2.242
0.5925,2.532
0.5862,2.595
0.62,2.66
0.6397,2.824
0.6384,2.827
0.5887,2.885
0.4194,2.7
0.7159,2.951
0.5946,2.804
0.5412,2.692
0.4862,2.589
0.5764,2.575
0.5295,2.46
0.6197,2.539
0.5461,2.473
0.6446,2.634
0.6771,2.608
0.5956,2.501
0.4907,2.619
0.6473,2.627
0.6156,2.57
0.5745,2.388
0.6951,2.567
0.6324,2.685
0.617,2.874
0.5759,2.542
0.6404,2.572
0.5935,2.488
0.5797,2.305
0.5562,2.389
0.6053,2.283
0.5781,2.322
0.6684,2.361
0.4515,2.671
0.6676,3.062
0.4774,2.772
0.623,3.035
0.7263,2.675
0.616,2.805
0.5871,2.358
0.7061,2.602
0.4348,2.127
0.5415,2.434
0.5416,2.445
0.6319,2.377
0.6598,2.37
0.6665,2.176
0.6119,2.088
0.6495,2.124
0.5684,2.658
0.6547,2.573
0.6145,2.458
0.6189,2.375
0.5617,2.383
0.5854,2.373
0.548,2.745
0.6224,2.315
0.5165,2.65
0.6717,2.642
0.6861,2.352
0.5933,2.497
0.669,2.465
0.5956,2.349
0.491,2.237
0.729,2.604
0.5564,2.238
0.5729,2.478
0.4153,2.508
0.5805,2.551
0.5525,2.806
0.5022,2.624
0.644,2.623
0.6699,2.604
0.6652,2.63
0.6927,2.736
0.5952,2.449
0.6949,2.345
0.6093,2.52
0.6287,2.279
0.7192,2.346
0.518,2.603
0.7391,2.363
0.5094,2.651
0.5379,2.472
0.596,2.602
0.5761,2.318
0.5521,2.278
0.596,2.423
0.6787,2.428
0.5742,2.137
0.5891,2.61
0.6513,2.428
0.5688,2.318
0.5364,2.492
0.5786,2.755
0.5743,2.471
0.7014,3.007
0.5579,2.67
0.6131,2.632
0.5944,2.591
0.6706,2.498
0.6462,2.228
0.6913,2.514
0.6712,2.214
0.7181,2.364
0.7666,2.335
0.5404,2.417
0.6496,2.7
0.6543,2.732
0.5548,2.49
0.6447,2.56
0.528,2.837
0.6281,2.56
0.6537,2.693
0.6114,2.555
0.6533,2.964
0.6415,2.559
0.7237,2.393
0.5756,2.481
0.5604,2.406
0.7139,2.207
0.6967,2.629
0.495,2.422
0.6084,2.699
0.721,2.449
0.6065,2.625
0.5058,2.77
0.7058,2.856
0.6684,2.807
0.6029,2.681
0.5779,2.343
0.6967,2.035
0.6093,2.102
0.6137,2.348
0.5428,2.44
0.5937,2.458
0.5508,2.76
0.4959,2.581
0.7864,2.671
0.5294,2.785
0.6434,2.948
0.6907,2.843
0.5273,2.855
0.7263,2.534
0.4486,2.637
0.4824,2.256
0.4637,2.383
0.6174,2.403
0.5121,2.535
0.5314,2.279
0.5896,2.537
0.6937,2.631
0.6327,2.518
0.5801,2.76
0.6768,3.095
0.5457,2.744
0.6292,3.064
0.6176,2.771
0.6144,2.537
0.5283,2.593
0.5584,2.341
0.5469,2.508
0.7073,2.48
0.6359,2.447
0.4941,2.39
0.6098,2.653
0.7182,2.64
0.5433,2.792
0.4714,2.953
0.5857,2.845
0.5491,2.528
0.5513,2.749
0.5286,2.514
0.6039,2.774
0.5576,2.584
0.5136,2.629
0.4259,2.443
0.6199,2.636
0.5853,2.374
0.5717,2.186
0.5768,2.194
0.4481,2.871
0.6205,2.837
0.521,2.59
0.6336,2.858
0.7021,2.44
0.5355,2.623
0.6663,2.666
0.4958,2.188
0.7336,2.151
0.659,2.431
0.6402,2.666
0.6088,2.076
0.5995,2.38
0.5645,2.496
0.6462,2.133
0.6758,2.382
0.4654,2.278
0.6748,2.382
0.6064,2.435
0.589,2.489
0.5573,2.516
0.6471,2.436
0.6802,2.525
0.6648,2.743
0.6416,2.539
0.6361,2.541
0.5923,2.576
0.4959,2.423
0.6051,2.189
0.5483,2.335
0.6517,2.353
0.5981,2.43
0.4958,2.412
0.5951,2.725
0.6114,2.513
0.5339,2.548
0.5891,2.703
0.6526,2.521
0.5811,2.773
0.6322,2.467
0.5892,2.434
0.5989,2.578
0.5704,2.628
0.5924,2.375
0.5655,2.747
0.5865,2.635
0.6446,2.641
0.7383,2.374
0.6538,2.509
0.6878,2.238
0.5511,2.25
0.8137,2.359
0.7126,2.14
0.638,2.294
0.6627,2.337
0.7213,2.721
0.6547,2.57
0.7048,2.39
0.6796,2.336
0.6115,2.202
0.6496,2.355
0.507,2.206
0.6853,2.373
0.6472,2.434
0.704,2.478
0.4864,2.378
0.714,2.682
0.6214,2.635
0.7227,2.69
0.6789,2.462
0.492,2.43
0.4904,2.566
0.5449,2.733
0.5773,2.638
0.6026,2.781
0.6596,2.483
0.5011,2.542
0.5616,2.499
0.6564,2.296
0.5898,2.537
0.5276,2.436
0.6252,2.403
0.5443,2.195
0.5891,2.414
0.5228,2.446
0.5827,2.254
0.5454,2.598
0.648,2.619
0.6266,2.627
0.4826,2.453
0.5927,2.38
0.6458,2.327
0.5976,2.363
